4412;Dying Light The Beast;La historia de Kyle Crane continua!, adentrate en este mundo olvidado por Dios para saber que pasara con el!;Techland;Dying Light The Beast.jpg;C:\Stuff\Juegos\Dying Light The Beast\ph_ft\work\bin\x64\steamclient_loader.exe
6985;Sonic Frontiers;Adentrate en el mundo de sonic y sus amigos, un mundo nuevo y desconocido;SEGA;Sonic Frontiers.png;C:\Program Files (x86)\Steam\steamapps\common\SonicFrontiers\SonicFrontiers.exe
